tcn_blocks,tcn_dilations,pooling_type,gru_layers,gru_units,val_loss,test_loss,timestamp
1,[1],none,1,64,0.0001,0.0001,2025-09-23 16:26:33
1,[1],none,1,128,0.0000,0.0000,2025-09-23 16:26:37
1,[1],none,1,256,0.0000,0.0000,2025-09-23 16:26:42
1,[1],none,2,64,0.0000,0.0000,2025-09-23 16:26:48
1,[1],none,2,128,0.0000,0.0000,2025-09-23 16:26:55
1,[1],none,2,256,0.0000,0.0000,2025-09-23 16:27:03
1,[1],none,3,64,0.0042,0.0002,2025-09-23 16:27:06
1,[1],none,3,128,0.0000,0.0000,2025-09-23 16:27:15
1,[1],none,3,256,0.0000,0.0000,2025-09-23 16:27:27
1,[1],average,1,64,0.0001,0.0001,2025-09-23 16:27:28
1,[1],average,1,128,0.0000,0.0000,2025-09-23 16:27:31
1,[1],average,1,256,0.0000,0.0000,2025-09-23 16:27:34
1,[1],average,2,64,0.0000,0.0000,2025-09-23 16:27:36
1,[1],average,2,128,0.0000,0.0000,2025-09-23 16:27:40
1,[1],average,2,256,0.0000,0.0000,2025-09-23 16:27:44
1,[1],average,3,64,0.0000,0.0000,2025-09-23 16:27:47
1,[1],average,3,128,0.0000,0.0000,2025-09-23 16:27:51
1,[1],average,3,256,0.0000,0.0000,2025-09-23 16:27:56
1,[1],max,1,64,0.0001,0.0000,2025-09-23 16:27:59
1,[1],max,1,128,0.0000,0.0000,2025-09-23 16:28:01
1,[1],max,1,256,0.0000,0.0000,2025-09-23 16:28:03
1,[1],max,2,64,0.0000,0.0000,2025-09-23 16:28:06
1,[1],max,2,128,0.0000,0.0000,2025-09-23 16:28:09
1,[1],max,2,256,0.0000,0.0000,2025-09-23 16:28:13
1,[1],max,3,64,0.0000,0.0000,2025-09-23 16:28:16
1,[1],max,3,128,0.0000,0.0000,2025-09-23 16:28:20
1,[1],max,3,256,0.0000,0.0000,2025-09-23 16:28:25
2,[1, 1],none,1,64,0.0000,0.0000,2025-09-23 16:28:29
2,[1, 1],none,1,128,0.0000,0.0000,2025-09-23 16:28:34
2,[1, 1],none,1,256,0.0000,0.0000,2025-09-23 16:28:40
2,[1, 1],none,2,64,0.0000,0.0000,2025-09-23 16:28:45
2,[1, 1],none,2,128,0.0000,0.0000,2025-09-23 16:28:53
2,[1, 1],none,2,256,0.0000,0.0000,2025-09-23 16:29:01
2,[1, 1],none,3,64,0.0000,0.0000,2025-09-23 16:29:08
2,[1, 1],none,3,128,0.0000,0.0000,2025-09-23 16:29:18
2,[1, 1],none,3,256,0.0000,0.0000,2025-09-23 16:29:31
2,[1, 1],average,1,64,0.0000,0.0000,2025-09-23 16:29:34
2,[1, 1],average,1,128,0.0000,0.0000,2025-09-23 16:29:37
2,[1, 1],average,1,256,0.0000,0.0000,2025-09-23 16:29:41
2,[1, 1],average,2,64,0.0000,0.0000,2025-09-23 16:29:45
2,[1, 1],average,2,128,0.0000,0.0000,2025-09-23 16:29:49
2,[1, 1],average,2,256,0.0000,0.0000,2025-09-23 16:29:54
2,[1, 1],average,3,64,0.0000,0.0000,2025-09-23 16:29:58
2,[1, 1],average,3,128,0.0000,0.0000,2025-09-23 16:30:03
2,[1, 1],average,3,256,0.0000,0.0000,2025-09-23 16:30:09
2,[1, 1],max,1,64,0.0000,0.0000,2025-09-23 16:30:12
2,[1, 1],max,1,128,0.0000,0.0000,2025-09-23 16:30:15
2,[1, 1],max,1,256,0.0000,0.0000,2025-09-23 16:30:19
2,[1, 1],max,2,64,0.0000,0.0000,2025-09-23 16:30:22
2,[1, 1],max,2,128,0.0000,0.0000,2025-09-23 16:30:26
2,[1, 1],max,2,256,0.0000,0.0000,2025-09-23 16:30:30
2,[1, 1],max,3,64,0.0000,0.0000,2025-09-23 16:30:34
2,[1, 1],max,3,128,0.0000,0.0000,2025-09-23 16:30:39
2,[1, 1],max,3,256,0.0000,0.0000,2025-09-23 16:30:44
1,[1],none,1,64,0.0001,0.0001,2025-09-23 16:34:44
1,[1],none,1,128,0.0000,0.0000,2025-09-23 16:34:48
1,[1],none,1,256,0.0000,0.0000,2025-09-23 16:34:53
1,[1],none,2,64,0.0000,0.0005,2025-09-23 16:34:58
1,[1],none,2,128,0.0000,0.0000,2025-09-23 16:35:03
1,[1],none,2,256,0.0000,0.0000,2025-09-23 16:35:12
1,[1],none,3,64,0.0000,0.0000,2025-09-23 16:35:18
1,[1],none,3,128,0.0000,0.0000,2025-09-23 16:35:28
1,[1],none,3,256,0.0000,0.0000,2025-09-23 16:35:37
1,[1],average,1,64,0.0001,0.0001,2025-09-23 16:35:40
1,[1],average,1,128,0.0000,0.0000,2025-09-23 16:35:42
1,[1],average,1,256,0.0000,0.0000,2025-09-23 16:35:45
1,[1],average,2,64,0.0000,0.0001,2025-09-23 16:35:48
1,[1],average,2,128,0.0000,0.0000,2025-09-23 16:35:52
