tcn_blocks,tcn_dilations,pooling_type,gru_layers,gru_units,aug_status,early_stop_epoch,val_loss,test_loss,timestamp
2,[4, 4],average,2,64,False,22,514.1402,509.7740,2025-09-25 18:11:40
2,[4, 4],average,2,64,True,23,335.4183,335.9736,2025-09-25 18:12:14
2,[4, 4],average,2,128,False,18,512.0038,508.9758,2025-09-25 18:12:17
2,[4, 4],average,2,128,True,19,342.5145,339.6962,2025-09-25 18:12:46
2,[4, 4],average,2,256,False,17,514.4118,511.1579,2025-09-25 18:12:49
2,[4, 4],average,2,256,True,25,337.9802,345.6566,2025-09-25 18:13:27
2,[4, 4],average,3,64,False,21,514.1896,506.1407,2025-09-25 18:13:30
2,[4, 4],average,3,64,True,22,334.4058,342.7450,2025-09-25 18:14:04
2,[4, 4],average,3,128,False,18,513.0863,506.1121,2025-09-25 18:14:07
2,[4, 4],average,3,128,True,29,338.1368,347.8047,2025-09-25 18:14:51
2,[4, 4],average,3,256,False,17,513.9638,508.6957,2025-09-25 18:14:54
2,[4, 4],average,3,256,True,17,335.9157,342.2211,2025-09-25 18:15:20
2,[4, 4],max,1,64,False,None,63.0843,57.2776,2025-09-25 18:15:41
2,[4, 4],max,1,64,True,None,49.2252,51.2624,2025-09-25 18:18:43
2,[4, 4],max,1,128,False,120,54.5259,53.8896,2025-09-25 18:19:03
2,[4, 4],max,1,128,True,None,48.6476,44.8627,2025-09-25 18:22:03
2,[4, 4],max,1,256,False,108,48.9319,43.0759,2025-09-25 18:22:23
2,[4, 4],max,1,256,True,120,48.7726,51.8650,2025-09-25 18:25:23
2,[4, 4],max,2,64,False,23,514.0192,507.0788,2025-09-25 18:25:27
2,[4, 4],max,2,64,True,29,333.2129,340.9065,2025-09-25 18:26:11
2,[4, 4],max,2,128,False,22,512.4561,508.6842,2025-09-25 18:26:15
2,[4, 4],max,2,128,True,68,142.5474,143.8824,2025-09-25 18:27:57
2,[4, 4],max,2,256,False,26,512.6344,510.0828,2025-09-25 18:28:02
2,[4, 4],max,2,256,True,26,332.7853,333.8408,2025-09-25 18:28:42
2,[4, 4],max,3,64,False,32,514.1187,508.7441,2025-09-25 18:28:47
2,[4, 4],max,3,64,True,26,339.5801,343.6194,2025-09-25 18:29:26
2,[4, 4],max,3,128,False,41,512.0152,510.4986,2025-09-25 18:29:33
2,[4, 4],max,3,128,True,32,336.7031,341.0464,2025-09-25 18:30:21
2,[4, 4],max,3,256,False,24,513.0043,505.0988,2025-09-25 18:30:26
2,[4, 4],max,3,256,True,19,339.4255,354.4284,2025-09-25 18:30:55
2,[8, 8],none,1,64,False,113,42.9883,38.3523,2025-09-25 18:31:14
2,[8, 8],none,1,64,True,53,135.6349,142.0291,2025-09-25 18:32:35
2,[8, 8],none,1,128,False,89,42.7895,35.7288,2025-09-25 18:32:50
2,[8, 8],none,1,128,True,None,39.1481,34.3862,2025-09-25 18:35:50
2,[8, 8],none,1,256,False,82,44.1058,34.9594,2025-09-25 18:36:07
2,[8, 8],none,1,256,True,111,29.2309,36.2355,2025-09-25 18:38:54
2,[8, 8],none,2,64,False,None,72.2949,61.4810,2025-09-25 18:39:15
2,[8, 8],none,2,64,True,None,61.0994,54.5284,2025-09-25 18:42:16
2,[8, 8],none,2,128,False,18,513.3879,507.0003,2025-09-25 18:42:19
2,[8, 8],none,2,128,True,22,342.0074,342.6399,2025-09-25 18:42:52
2,[8, 8],none,2,256,False,17,515.2377,508.1971,2025-09-25 18:42:56
2,[8, 8],none,2,256,True,23,338.5157,339.7415,2025-09-25 18:43:33
2,[8, 8],none,3,64,False,22,513.2818,506.7612,2025-09-25 18:43:37
2,[8, 8],none,3,64,True,26,340.1352,336.8385,2025-09-25 18:44:17
2,[8, 8],none,3,128,False,19,510.9341,511.5741,2025-09-25 18:44:20
2,[8, 8],none,3,128,True,36,338.5264,335.3172,2025-09-25 18:45:14
2,[8, 8],none,3,256,False,20,514.4907,508.6998,2025-09-25 18:45:20
2,[8, 8],none,3,256,True,18,339.4930,341.4526,2025-09-25 18:45:48
2,[8, 8],average,1,64,False,99,52.6548,46.7654,2025-09-25 18:46:05
2,[8, 8],average,1,64,True,107,58.2054,50.6258,2025-09-25 18:48:46
2,[8, 8],average,1,128,False,105,50.4788,45.0350,2025-09-25 18:49:04
2,[8, 8],average,1,128,True,48,142.1893,129.6859,2025-09-25 18:50:17
2,[8, 8],average,1,256,False,106,48.4472,43.2813,2025-09-25 18:50:37
2,[8, 8],average,1,256,True,119,43.1565,40.4590,2025-09-25 18:53:36
2,[8, 8],average,2,64,False,None,83.7617,62.3238,2025-09-25 18:53:57
2,[8, 8],average,2,64,True,32,335.5311,341.7080,2025-09-25 18:54:47
2,[8, 8],average,2,128,False,21,513.4880,503.9841,2025-09-25 18:54:51
2,[8, 8],average,2,128,True,19,334.2090,344.3844,2025-09-25 18:55:21
2,[8, 8],average,2,256,False,41,511.5051,514.1667,2025-09-25 18:55:29
2,[8, 8],average,2,256,True,23,336.6835,340.4654,2025-09-25 18:56:05
2,[8, 8],average,3,64,False,22,512.3044,504.7025,2025-09-25 18:56:09
2,[8, 8],average,3,64,True,39,334.7781,344.6163,2025-09-25 18:57:07
2,[8, 8],average,3,128,False,18,514.2454,510.2764,2025-09-25 18:57:11
2,[8, 8],average,3,128,True,27,335.8448,338.6799,2025-09-25 18:57:51
2,[8, 8],average,3,256,False,34,512.6677,511.2775,2025-09-25 18:57:58
2,[8, 8],average,3,256,True,24,335.1892,350.0581,2025-09-25 18:58:34
2,[8, 8],max,1,64,False,88,70.2746,61.8539,2025-09-25 18:58:49
2,[8, 8],max,1,64,True,53,143.4546,132.4446,2025-09-25 19:00:11
2,[8, 8],max,1,128,False,100,56.7641,46.7885,2025-09-25 19:00:28
2,[8, 8],max,1,128,True,105,53.9913,46.7231,2025-09-25 19:03:07
2,[8, 8],max,1,256,False,109,45.0574,45.5773,2025-09-25 19:03:27
2,[8, 8],max,1,256,True,119,42.2298,38.1317,2025-09-25 19:06:26
2,[8, 8],max,2,64,False,22,513.4190,508.4367,2025-09-25 19:06:30
2,[8, 8],max,2,64,True,29,332.7265,339.4035,2025-09-25 19:07:15
2,[8, 8],max,2,128,False,18,512.5342,507.4822,2025-09-25 19:07:18
2,[8, 8],max,2,128,True,21,339.4912,339.0588,2025-09-25 19:07:51
2,[8, 8],max,2,256,False,16,512.7110,507.7385,2025-09-25 19:07:54
2,[8, 8],max,2,256,True,41,340.1062,343.2097,2025-09-25 19:08:57
2,[8, 8],max,3,64,False,26,514.7683,508.1140,2025-09-25 19:09:01
2,[8, 8],max,3,64,True,36,340.0539,340.1891,2025-09-25 19:09:56
2,[8, 8],max,3,128,False,26,512.1163,508.6978,2025-09-25 19:10:00
2,[8, 8],max,3,128,True,18,338.4776,344.9686,2025-09-25 19:10:27
2,[8, 8],max,3,256,False,19,512.8903,511.5345,2025-09-25 19:10:31
2,[8, 8],max,3,256,True,22,337.7113,344.8323,2025-09-25 19:11:04
3,[1, 1, 1],none,1,64,False,88,65.0818,53.9534,2025-09-25 19:11:21
3,[1, 1, 1],none,1,64,True,None,47.1846,38.0038,2025-09-25 19:14:23
3,[1, 1, 1],none,1,128,False,None,35.4574,32.6826,2025-09-25 19:14:45
3,[1, 1, 1],none,1,128,True,44,142.5005,153.2855,2025-09-25 19:15:52
3,[1, 1, 1],none,1,256,False,None,38.1227,38.2350,2025-09-25 19:16:19
3,[1, 1, 1],none,1,256,True,54,139.9464,131.6937,2025-09-25 19:17:43
3,[1, 1, 1],none,2,64,False,20,513.3798,504.1911,2025-09-25 19:17:47
3,[1, 1, 1],none,2,64,True,71,144.6851,142.0299,2025-09-25 19:19:35
3,[1, 1, 1],none,2,128,False,19,514.6593,505.2145,2025-09-25 19:19:39
3,[1, 1, 1],none,2,128,True,110,60.7340,50.0211,2025-09-25 19:22:28
3,[1, 1, 1],none,2,256,False,25,513.0944,506.0300,2025-09-25 19:22:34
3,[1, 1, 1],none,2,256,True,18,334.7640,341.2891,2025-09-25 19:23:04
3,[1, 1, 1],none,3,64,False,22,514.7652,510.9499,2025-09-25 19:23:08
3,[1, 1, 1],none,3,64,True,33,337.4070,347.6931,2025-09-25 19:23:59
3,[1, 1, 1],none,3,128,False,18,511.9407,512.3822,2025-09-25 19:24:03
3,[1, 1, 1],none,3,128,True,31,331.6860,339.0193,2025-09-25 19:24:51
3,[1, 1, 1],none,3,256,False,21,513.2642,507.0412,2025-09-25 19:24:57
3,[1, 1, 1],none,3,256,True,37,334.6719,339.8838,2025-09-25 19:25:59
3,[1, 1, 1],average,1,64,False,87,85.2768,103.7483,2025-09-25 19:26:15
3,[1, 1, 1],average,1,64,True,50,147.0328,152.3602,2025-09-25 19:27:30
3,[1, 1, 1],average,1,128,False,None,47.6415,46.5338,2025-09-25 19:27:52
3,[1, 1, 1],average,1,128,True,None,39.5534,30.0482,2025-09-25 19:30:53
3,[1, 1, 1],average,1,256,False,None,46.6656,41.6780,2025-09-25 19:31:17
3,[1, 1, 1],average,1,256,True,49,142.6817,148.9541,2025-09-25 19:32:32
3,[1, 1, 1],average,2,64,False,None,84.6156,66.4319,2025-09-25 19:32:55
3,[1, 1, 1],average,2,64,True,87,150.0893,150.9446,2025-09-25 19:35:07
3,[1, 1, 1],average,2,128,False,18,512.3311,507.3486,2025-09-25 19:35:10
3,[1, 1, 1],average,2,128,True,18,334.0375,345.4408,2025-09-25 19:35:38
3,[1, 1, 1],average,2,256,False,32,513.0592,506.6173,2025-09-25 19:35:45
3,[1, 1, 1],average,2,256,True,24,333.8636,339.7480,2025-09-25 19:36:23
3,[1, 1, 1],average,3,64,False,22,513.1945,505.5873,2025-09-25 19:36:27
3,[1, 1, 1],average,3,64,True,32,337.1220,341.8704,2025-09-25 19:37:16
3,[1, 1, 1],average,3,128,False,21,515.7745,509.8484,2025-09-25 19:37:21
3,[1, 1, 1],average,3,128,True,20,336.8237,342.0840,2025-09-25 19:37:52
3,[1, 1, 1],average,3,256,False,21,512.4386,507.8967,2025-09-25 19:37:57
3,[1, 1, 1],average,3,256,True,22,337.4843,344.0739,2025-09-25 19:38:35
3,[1, 1, 1],max,1,64,False,87,89.1547,88.0247,2025-09-25 19:38:53
3,[1, 1, 1],max,1,64,True,36,156.6987,157.8229,2025-09-25 19:39:51
3,[1, 1, 1],max,1,128,False,69,77.0682,71.0845,2025-09-25 19:40:04
3,[1, 1, 1],max,1,128,True,50,146.4931,149.6143,2025-09-25 19:41:21
3,[1, 1, 1],max,1,256,False,86,49.3570,51.2130,2025-09-25 19:41:38
3,[1, 1, 1],max,1,256,True,45,147.5962,137.4988,2025-09-25 19:42:46
3,[1, 1, 1],max,2,64,False,21,512.8255,509.3892,2025-09-25 19:42:50
3,[1, 1, 1],max,2,64,True,51,157.0208,148.7888,2025-09-25 19:44:08
3,[1, 1, 1],max,2,128,False,21,514.6322,505.7312,2025-09-25 19:44:12
3,[1, 1, 1],max,2,128,True,18,339.5419,339.4237,2025-09-25 19:44:41
3,[1, 1, 1],max,2,256,False,None,125.8457,111.2475,2025-09-25 19:45:06
3,[1, 1, 1],max,2,256,True,29,333.1231,344.3095,2025-09-25 19:45:51
3,[1, 1, 1],max,3,64,False,38,513.4037,508.7636,2025-09-25 19:45:58
3,[1, 1, 1],max,3,64,True,28,336.4629,342.2481,2025-09-25 19:46:41
3,[1, 1, 1],max,3,128,False,18,513.5715,505.0281,2025-09-25 19:46:45
3,[1, 1, 1],max,3,128,True,21,336.9290,340.6339,2025-09-25 19:47:17
3,[1, 1, 1],max,3,256,False,34,513.2452,509.1879,2025-09-25 19:47:24
3,[1, 1, 1],max,3,256,True,35,334.4410,345.0564,2025-09-25 19:48:20
3,[2, 2, 2],none,1,64,False,81,75.7398,67.1306,2025-09-25 19:48:35
3,[2, 2, 2],none,1,64,True,69,130.6877,127.7332,2025-09-25 19:50:21
3,[2, 2, 2],none,1,128,False,100,41.4869,42.3849,2025-09-25 19:50:40
3,[2, 2, 2],none,1,128,True,74,57.6533,52.3182,2025-09-25 19:52:35
3,[2, 2, 2],none,1,256,False,85,43.5645,42.1683,2025-09-25 19:52:53
3,[2, 2, 2],none,1,256,True,111,46.6261,47.5547,2025-09-25 19:56:56
3,[2, 2, 2],none,2,64,False,None,61.8266,51.2804,2025-09-25 19:57:30
3,[2, 2, 2],none,2,64,True,None,81.8122,72.0010,2025-09-25 20:02:38
3,[2, 2, 2],none,2,128,False,None,47.4699,38.9197,2025-09-25 20:03:28
3,[2, 2, 2],none,2,128,True,86,141.3892,135.3087,2025-09-25 20:08:47
3,[2, 2, 2],none,2,256,False,17,514.0793,509.0749,2025-09-25 20:08:52
3,[2, 2, 2],none,2,256,True,20,338.7507,343.2383,2025-09-25 20:09:48
3,[2, 2, 2],none,3,64,False,22,513.9377,508.1941,2025-09-25 20:09:57
3,[2, 2, 2],none,3,64,True,22,339.4959,342.2912,2025-09-25 20:11:15
3,[2, 2, 2],none,3,128,False,19,513.7100,508.0267,2025-09-25 20:11:19
3,[2, 2, 2],none,3,128,True,18,334.3734,339.9088,2025-09-25 20:11:57
3,[2, 2, 2],none,3,256,False,21,511.9615,507.6155,2025-09-25 20:12:10
3,[2, 2, 2],none,3,256,True,23,335.3019,345.2836,2025-09-25 20:13:28
3,[2, 2, 2],average,1,64,False,119,65.7207,60.6057,2025-09-25 20:14:18
3,[2, 2, 2],average,1,64,True,107,76.2552,67.7118,2025-09-25 20:21:18
3,[2, 2, 2],average,1,128,False,None,46.5774,44.0843,2025-09-25 20:22:09
3,[2, 2, 2],average,1,128,True,45,145.9574,134.4033,2025-09-25 20:25:05
3,[2, 2, 2],average,1,256,False,17,514.1744,507.5501,2025-09-25 20:25:13
3,[2, 2, 2],average,1,256,True,112,48.2870,43.7071,2025-09-25 20:32:26
3,[2, 2, 2],average,2,64,False,None,78.6701,61.7402,2025-09-25 20:33:17
3,[2, 2, 2],average,2,64,True,20,337.9576,335.5241,2025-09-25 20:34:36
3,[2, 2, 2],average,2,128,False,None,61.0578,56.2318,2025-09-25 20:35:03
3,[2, 2, 2],average,2,128,True,20,336.4350,342.0626,2025-09-25 20:35:43
3,[2, 2, 2],average,2,256,False,19,513.3637,511.6859,2025-09-25 20:35:52
3,[2, 2, 2],average,2,256,True,23,338.3890,348.5807,2025-09-25 20:37:21
3,[2, 2, 2],average,3,64,False,21,514.6114,509.8880,2025-09-25 20:37:31
3,[2, 2, 2],average,3,64,True,23,335.6407,338.0732,2025-09-25 20:39:01
3,[2, 2, 2],average,3,128,False,25,513.9878,510.0288,2025-09-25 20:39:12
3,[2, 2, 2],average,3,128,True,23,343.1944,348.2197,2025-09-25 20:40:42
3,[2, 2, 2],average,3,256,False,17,512.5653,508.3813,2025-09-25 20:40:50
3,[2, 2, 2],average,3,256,True,16,339.9101,340.1340,2025-09-25 20:41:54
3,[2, 2, 2],max,1,64,False,79,75.0544,60.5741,2025-09-25 20:42:25
3,[2, 2, 2],max,1,64,True,109,55.0882,49.0092,2025-09-25 20:48:25
3,[2, 2, 2],max,1,128,False,None,48.2927,43.2855,2025-09-25 20:49:15
3,[2, 2, 2],max,1,128,True,68,136.2998,122.8074,2025-09-25 20:52:56
3,[2, 2, 2],max,1,256,False,117,42.8073,47.7939,2025-09-25 20:53:42
3,[2, 2, 2],max,1,256,True,97,52.5548,57.2322,2025-09-25 20:59:25
3,[2, 2, 2],max,2,64,False,21,512.8470,499.1969,2025-09-25 20:59:33
3,[2, 2, 2],max,2,64,True,20,342.8596,343.1119,2025-09-25 21:00:46
3,[2, 2, 2],max,2,128,False,27,515.0039,508.2023,2025-09-25 21:00:57
3,[2, 2, 2],max,2,128,True,25,340.6251,336.7146,2025-09-25 21:02:26
3,[2, 2, 2],max,2,256,False,18,513.7237,503.8725,2025-09-25 21:02:33
3,[2, 2, 2],max,2,256,True,22,327.6744,346.3247,2025-09-25 21:03:51
3,[2, 2, 2],max,3,64,False,33,513.1926,504.4640,2025-09-25 21:04:04
3,[2, 2, 2],max,3,64,True,23,338.0416,342.5977,2025-09-25 21:05:27
3,[2, 2, 2],max,3,128,False,18,512.0709,507.3605,2025-09-25 21:05:34
3,[2, 2, 2],max,3,128,True,27,336.5959,340.1492,2025-09-25 21:07:08
3,[2, 2, 2],max,3,256,False,36,511.4894,505.7666,2025-09-25 21:07:23
3,[2, 2, 2],max,3,256,True,24,336.0947,334.7990,2025-09-25 21:08:48
3,[4, 4, 4],none,1,64,False,115,49.7129,42.4343,2025-09-25 21:09:29
3,[4, 4, 4],none,1,64,True,46,149.7791,141.2213,2025-09-25 21:12:07
3,[4, 4, 4],none,1,128,False,92,44.3014,42.4968,2025-09-25 21:12:40
3,[4, 4, 4],none,1,128,True,None,36.8903,36.5331,2025-09-25 21:19:27
3,[4, 4, 4],none,1,256,False,92,43.6357,40.7320,2025-09-25 21:20:05
3,[4, 4, 4],none,1,256,True,109,41.1578,43.8322,2025-09-25 21:24:13
3,[4, 4, 4],none,2,64,False,111,79.1043,68.0065,2025-09-25 21:24:34
3,[4, 4, 4],none,2,64,True,58,148.4688,155.1055,2025-09-25 21:26:12
3,[4, 4, 4],none,2,128,False,None,52.7054,43.2164,2025-09-25 21:26:39
3,[4, 4, 4],none,2,128,True,20,338.4479,344.1683,2025-09-25 21:27:15
3,[4, 4, 4],none,2,256,False,24,512.1325,512.1701,2025-09-25 21:27:22
3,[4, 4, 4],none,2,256,True,40,335.4440,340.9444,2025-09-25 21:28:35
3,[4, 4, 4],none,3,64,False,29,512.5847,508.2574,2025-09-25 21:28:41
3,[4, 4, 4],none,3,64,True,30,338.6782,337.6293,2025-09-25 21:29:37
3,[4, 4, 4],none,3,128,False,29,513.9499,508.7453,2025-09-25 21:29:44
3,[4, 4, 4],none,3,128,True,24,340.0556,346.5152,2025-09-25 21:30:30
3,[4, 4, 4],none,3,256,False,21,512.9402,509.5110,2025-09-25 21:30:38
3,[4, 4, 4],none,3,256,True,17,339.0933,347.6185,2025-09-25 21:31:26
3,[4, 4, 4],average,1,64,False,None,57.5722,51.2044,2025-09-25 21:32:01
3,[4, 4, 4],average,1,64,True,70,135.2410,130.4470,2025-09-25 21:35:04
3,[4, 4, 4],average,1,128,False,117,46.2054,48.7061,2025-09-25 21:35:40
3,[4, 4, 4],average,1,128,True,57,141.3821,135.6184,2025-09-25 21:38:04
3,[4, 4, 4],average,1,256,False,101,50.0704,54.6111,2025-09-25 21:38:36
3,[4, 4, 4],average,1,256,True,118,38.1580,44.3431,2025-09-25 21:43:57
3,[4, 4, 4],average,2,64,False,27,514.1551,512.0386,2025-09-25 21:44:06
3,[4, 4, 4],average,2,64,True,23,336.5305,342.8153,2025-09-25 21:45:07
3,[4, 4, 4],average,2,128,False,18,513.4396,510.7422,2025-09-25 21:45:13
3,[4, 4, 4],average,2,128,True,28,337.3771,336.9337,2025-09-25 21:46:34
3,[4, 4, 4],average,2,256,False,25,513.0688,510.5180,2025-09-25 21:46:43
3,[4, 4, 4],average,2,256,True,25,338.4824,345.6156,2025-09-25 21:47:51
3,[4, 4, 4],average,3,64,False,24,512.2390,509.1590,2025-09-25 21:47:59
3,[4, 4, 4],average,3,64,True,21,333.2397,332.0251,2025-09-25 21:48:59
3,[4, 4, 4],average,3,128,False,18,514.1626,504.6831,2025-09-25 21:49:05
3,[4, 4, 4],average,3,128,True,34,337.5632,342.3197,2025-09-25 21:50:43
3,[4, 4, 4],average,3,256,False,42,511.8472,509.7375,2025-09-25 21:50:56
3,[4, 4, 4],average,3,256,True,33,337.5627,342.3412,2025-09-25 21:52:24
3,[4, 4, 4],max,1,64,False,105,62.6098,55.5585,2025-09-25 21:52:57
3,[4, 4, 4],max,1,64,True,23,339.4829,355.0456,2025-09-25 21:53:58
3,[4, 4, 4],max,1,128,False,118,43.9652,46.4820,2025-09-25 21:54:34
3,[4, 4, 4],max,1,128,True,58,143.7638,134.2357,2025-09-25 21:56:41
3,[4, 4, 4],max,1,256,False,108,56.4137,53.2189,2025-09-25 21:57:11
3,[4, 4, 4],max,1,256,True,90,64.9493,57.8095,2025-09-25 22:01:18
3,[4, 4, 4],max,2,64,False,31,513.8383,503.9773,2025-09-25 22:01:28
3,[4, 4, 4],max,2,64,True,35,338.8863,340.5679,2025-09-25 22:03:10
3,[4, 4, 4],max,2,128,False,18,513.5567,509.4322,2025-09-25 22:03:15
3,[4, 4, 4],max,2,128,True,23,339.8020,337.9453,2025-09-25 22:04:13
3,[4, 4, 4],max,2,256,False,23,513.0521,509.0326,2025-09-25 22:04:19
3,[4, 4, 4],max,2,256,True,29,337.1027,347.0074,2025-09-25 22:05:30
3,[4, 4, 4],max,3,64,False,27,514.7971,507.2421,2025-09-25 22:05:39
3,[4, 4, 4],max,3,64,True,28,333.8648,347.7667,2025-09-25 22:06:49
3,[4, 4, 4],max,3,128,False,18,511.3932,504.2672,2025-09-25 22:06:54
3,[4, 4, 4],max,3,128,True,30,335.8622,345.2145,2025-09-25 22:08:10
3,[4, 4, 4],max,3,256,False,17,512.4744,509.4288,2025-09-25 22:08:16
3,[4, 4, 4],max,3,256,True,38,333.7443,346.0616,2025-09-25 22:10:16
3,[8, 8, 8],none,1,64,False,91,56.7696,55.5364,2025-09-25 22:10:43
3,[8, 8, 8],none,1,64,True,118,46.3626,50.7762,2025-09-25 22:15:42
3,[8, 8, 8],none,1,128,False,91,41.6448,44.5065,2025-09-25 22:16:00
3,[8, 8, 8],none,1,128,True,93,49.7324,54.7976,2025-09-25 22:19:45
3,[8, 8, 8],none,1,256,False,None,35.5037,34.2597,2025-09-25 22:20:26
3,[8, 8, 8],none,1,256,True,97,40.4207,41.1270,2025-09-25 22:24:51
3,[8, 8, 8],none,2,64,False,107,86.3620,68.7181,2025-09-25 22:25:20
3,[8, 8, 8],none,2,64,True,23,335.8736,337.1136,2025-09-25 22:26:18
3,[8, 8, 8],none,2,128,False,17,513.3888,509.5378,2025-09-25 22:26:23
3,[8, 8, 8],none,2,128,True,88,139.3489,129.5232,2025-09-25 22:30:31
3,[8, 8, 8],none,2,256,False,16,512.3159,508.4874,2025-09-25 22:30:38
3,[8, 8, 8],none,2,256,True,None,47.3027,38.8222,2025-09-25 22:37:23
3,[8, 8, 8],none,3,64,False,21,513.5720,505.0713,2025-09-25 22:37:30
3,[8, 8, 8],none,3,64,True,22,338.6153,351.4219,2025-09-25 22:38:33
3,[8, 8, 8],none,3,128,False,35,512.7612,504.7415,2025-09-25 22:38:44
3,[8, 8, 8],none,3,128,True,24,338.9411,351.4669,2025-09-25 22:39:51
3,[8, 8, 8],none,3,256,False,22,511.0633,509.6525,2025-09-25 22:40:01
3,[8, 8, 8],none,3,256,True,17,340.7449,339.1329,2025-09-25 22:40:51
3,[8, 8, 8],average,1,64,False,None,53.4592,50.2743,2025-09-25 22:41:29
3,[8, 8, 8],average,1,64,True,45,151.3251,152.7396,2025-09-25 22:43:40
3,[8, 8, 8],average,1,128,False,79,62.4972,51.3599,2025-09-25 22:44:04
3,[8, 8, 8],average,1,128,True,99,45.5929,38.7066,2025-09-25 22:47:58
3,[8, 8, 8],average,1,256,False,108,50.2944,48.6568,2025-09-25 22:48:20
3,[8, 8, 8],average,1,256,True,118,52.3316,47.2632,2025-09-25 22:51:42
3,[8, 8, 8],average,2,64,False,22,513.4174,506.8954,2025-09-25 22:51:46
3,[8, 8, 8],average,2,64,True,80,150.5459,147.3967,2025-09-25 22:55:32
3,[8, 8, 8],average,2,128,False,19,514.8017,510.4348,2025-09-25 22:55:39
3,[8, 8, 8],average,2,128,True,52,333.4430,354.0519,2025-09-25 22:58:35
3,[8, 8, 8],average,2,256,False,21,513.6454,508.4802,2025-09-25 22:58:44
3,[8, 8, 8],average,2,256,True,22,332.8140,344.2635,2025-09-25 22:59:59
3,[8, 8, 8],average,3,64,False,23,515.8520,505.2965,2025-09-25 23:00:08
3,[8, 8, 8],average,3,64,True,31,337.3564,335.4853,2025-09-25 23:01:55
3,[8, 8, 8],average,3,128,False,19,513.8042,506.1665,2025-09-25 23:02:02
3,[8, 8, 8],average,3,128,True,26,329.2993,338.9469,2025-09-25 23:03:31
3,[8, 8, 8],average,3,256,False,18,513.4804,509.1140,2025-09-25 23:03:39
3,[8, 8, 8],average,3,256,True,27,333.9795,344.6907,2025-09-25 23:05:13
3,[8, 8, 8],max,1,64,False,105,60.2044,80.2601,2025-09-25 23:05:51
3,[8, 8, 8],max,1,64,True,98,68.0896,54.3236,2025-09-25 23:11:25
3,[8, 8, 8],max,1,128,False,None,48.7881,46.6624,2025-09-25 23:12:09
3,[8, 8, 8],max,1,128,True,42,143.2781,143.1210,2025-09-25 23:14:35
3,[8, 8, 8],max,1,256,False,97,53.8868,58.1432,2025-09-25 23:15:12
3,[8, 8, 8],max,1,256,True,None,51.8382,47.0213,2025-09-25 23:21:50
3,[8, 8, 8],max,2,64,False,27,513.4927,505.8236,2025-09-25 23:21:55
3,[8, 8, 8],max,2,64,True,38,339.3361,347.7301,2025-09-25 23:23:33
3,[8, 8, 8],max,2,128,False,26,513.2265,504.9588,2025-09-25 23:23:43
3,[8, 8, 8],max,2,128,True,28,337.4274,338.2223,2025-09-25 23:25:05
3,[8, 8, 8],max,2,256,False,31,513.9939,506.2797,2025-09-25 23:25:16
3,[8, 8, 8],max,2,256,True,27,336.9823,344.4963,2025-09-25 23:26:46
3,[8, 8, 8],max,3,64,False,29,513.5850,504.1585,2025-09-25 23:26:57
3,[8, 8, 8],max,3,64,True,24,334.8794,337.9812,2025-09-25 23:28:08
3,[8, 8, 8],max,3,128,False,23,514.4254,511.8694,2025-09-25 23:28:13
3,[8, 8, 8],max,3,128,True,20,336.1247,342.2244,2025-09-25 23:28:46
3,[8, 8, 8],max,3,256,False,33,512.3179,512.0345,2025-09-25 23:28:54
3,[8, 8, 8],max,3,256,True,48,332.7422,340.5690,2025-09-25 23:30:37
